,Place
conf/dolap/2011,None
conf/oopsla/1991,None
conf/sab/2006sr,None
conf/sacmat/2009,None
conf/icse/2002wads,None
conf/eccv/2016-6,None
conf/models/2007,None
conf/acsac/2009,None
conf/sat/2007,None
conf/tphol/2003,None
conf/fgr/2002,None
conf/indocrypt/2003,None
conf/eccv/1992,None
conf/fm/2012,None
conf/tldi/2012,None
conf/wmp/2000,None
conf/host/2009,None
conf/mm/1997,None
conf/caise/2009,None
conf/wmcsa/2011,None
conf/icpr/2010hbu,None
conf/assets/2002,None
conf/eurosys/2008,None
conf/pdc/2006,None
conf/fpca/1995,None
conf/jit/2002,None
conf/ssd/2003,None
conf/icisc/2003,None
conf/oopsla/2003p,None
conf/ppsn/2002,None
conf/sigecom/2012,None
conf/agents/2001,None
conf/pods/88,None
conf/promas/2004,None
conf/icfp/2013,None
conf/ccs/2007stc,None
conf/mabs/2000,None
conf/sigsoft/2002,None
conf/mobicom/2014,None
conf/sacmat/2003,None
conf/sigsoft/1996,None
conf/icdt/2005,None
conf/cp/2007,None
conf/cikm/2013plead,None
conf/hcir/2013,None
conf/acns/2013,None
conf/wicsa/2002,None
conf/esorics/2010,None
conf/ewsn/2008,None
conf/scan/1998,None
conf/cosit/1997,None
conf/indocrypt/2000,None
conf/sc/2000,None
conf/edbt/2009,None
conf/dac/2001,None
conf/formats/2010,None
conf/ACMdis/2010,None
conf/sc/2002,None
conf/wsfm/2007,None
conf/maamaw/1999,None
conf/avi/2004,None
conf/rv/2010,None
conf/wes/2002,None
conf/iccl/1998w,None
conf/icfp/2003,None
conf/wikis/2005,None
conf/euroitv/2012,None
conf/pam/2004,None
conf/cikm/2000,None
conf/percom/2007,None
conf/ches/2015,None
conf/itrust/2005,None
conf/cscw/2011,None
conf/kdd/2007pin,None
conf/wsfm/2010,None
conf/sigir/2010,None
conf/pkdd/2006,None
conf/sacrypt/2013,None
conf/cav/2015,None
conf/mmsec/2005,None
conf/cikm/2001,None
conf/ctrsa/2013,None
conf/esa/2001,None
conf/ilp/1998,None
conf/sensys/2007,None
conf/sc/2014,None
conf/nspw/2001,None
conf/eurosec/2011,None
conf/mm/2009wsm,None
conf/dolap/2009,None
conf/icisc/2008,None
conf/vmcai/2013,None
conf/focs/2014,None
conf/sdm/2008,None
conf/persuasive/2008,None
conf/icac/2010,None
conf/csfw/2003,None
conf/recomb/2009,None
conf/wadt/1997,None
conf/i-semantics/2011,None
conf/gamification/2013,None
conf/cp/2000,None
conf/fm/2003,None
conf/soda/2010,None
conf/nocs/2012,None
conf/caise/2001,None
conf/iccbr/2001,None
conf/imc/2015,None
conf/pet/2004,None
conf/hpdc/2001,None
conf/cikm/2008,None
conf/websci/2011,None
conf/ewcbr/2004,None
conf/icsoc/2007,None
conf/dbisp2p/2003,None
conf/fm/2009,None
conf/infovis/2000,None
conf/podc/1995,None
conf/dalt/2004,None
conf/concur/2011,None
conf/eurocrypt/2017-1,None
conf/tacas/1997,None
conf/fossacs/2005,None
conf/sca/2013,None
conf/fis/2008,None
conf/hopl/2007,None
conf/cikm/94,None
conf/er/2005,None
conf/gd/1997,None
conf/icalp/2001,None
conf/esas/2007,None
conf/cgo/2011,None
conf/grid/2002,None
conf/concur/2002,None
conf/ws/2006,None
conf/fc/2004,None
conf/si3d/2008,None
conf/sas/2002,None
conf/ices/1995,None
conf/dna/2003,None
conf/gg/2002,None
conf/icisc/2002,None
conf/trust/2011,None
conf/pret/2011,None
conf/gis/2010,None
conf/recsys/2012,None
conf/csfw/1999,None
conf/dimva/2015,None
conf/tabletop/2009,None
conf/ima/1997,None
conf/ecoop/2009icooolps,None
conf/eccv/2002-2,None
conf/ht/89,None
conf/eccv/1994-2,None
conf/pldi/1997,None
conf/cikm/2005,None
conf/dolap/2006,None
conf/hpca/2013,None
conf/www/2016,None
conf/siggraph/1991,None
conf/cicling/2002,None
conf/icsoc/2005,None
conf/fmoods/2003,None
conf/pldi/1992,None
conf/sigcomm/2013mcc,None
conf/esop/2015,None
conf/edbt/2002,None
conf/vstte/2010,None
conf/hm/2007,None
conf/dimva/2007,None
conf/pldi/1996,None
conf/icse/2013,None
conf/issta/2013,None
conf/ecml/1993,None
conf/issta/2015,None
conf/gis/2009,None
conf/icmt/2010,None
conf/msr/2011,None
conf/sc/2013,None
conf/fase/2008,None
conf/sigsoft/2004,None
conf/flops/2006,None
conf/tamc/2008,None
conf/podc/2005,None
conf/csfw/2000,None
conf/kdd/2013wisdom,None
conf/ecml/1991,None
conf/gpce/2006,None
conf/acns/2011,None
conf/pldi/2014soap,None
conf/icde/2001,None
conf/mobicom/2015,None
conf/cade/2012,None
conf/atal/2001,None
conf/mir/2007,None
conf/nossdav/2003,None
conf/spatialCognition/2003,None
conf/ecoop/2014,None
conf/lpar/2004,None
conf/netgames/2002,None
conf/esorics/2007,None
conf/conext/2014,None
conf/icalp/2000,None
conf/ftrtft/1994,None
conf/miccai/2016-2,None
conf/oopsla/2011,None
conf/spw/1999,None
conf/sacmat/2012,None
conf/mobihoc/2009,None
conf/fmoods/2006,None
conf/aisb/1995,None
conf/lics/2007,None
conf/ppopp/2010,None
conf/sigecom/2011,None
conf/africacrypt/2010,None
conf/icisc/2004,None
conf/mobicom/1997,None
conf/random/2002,None
conf/eurocrypt/2017-3,None
conf/IEEEpact/2010,None
conf/mycrypt/2005,None
conf/rv/2008,None
conf/sigcomm/2015,None
conf/icalp/2008-1,None
conf/esop/2011,None
conf/soda/2012,None
conf/foveoos/2010,None
conf/sat/2009,None
conf/cikm/2002,None
conf/coordination/2008,None
conf/podc/1999,None
conf/raid/2008,None
conf/apn/2013,None
conf/mmsec/2009,None
conf/avbpa/2003,None
conf/ma/1998,None
conf/cmsb/2007,None
conf/cade/2002,None
conf/mascots/2003t,None
conf/sigsoft/1995,None
conf/tpctc/2009,None
conf/sigir/2012,None
conf/hybrid/2010,None
conf/msr/2010,None
conf/pldi/1989,None
conf/eccv/2016-5,None
conf/esslli/2009vic,None
conf/sigcomm/2010greennet,None
conf/dsl/1999,None
conf/etra/2004,None
conf/cscw/2016,None
conf/msr/2009,None
conf/iwai/1999,None
conf/e4mas/2006,None
conf/codaspy/2012,None
conf/iccv/1995,None
conf/compgeom/1986,None
conf/recsys/2014,None
conf/rta/2003,None
conf/raid/2014,None
conf/itrust/2003,None
conf/indocrypt/2010,None
conf/scn/2008,None
conf/sdm/2010,None
conf/hybrid/1994,None
conf/group/2005,None
conf/fmcad/2009,None
conf/icfp/2009,None
conf/rss/2006,None
conf/fplay/2007,None
conf/icdm/2003,None
conf/micro/2015,None
conf/icgi/1994,None
conf/widm/2001,None
conf/dagstuhl/1999dg,None
conf/csl/2001,None
conf/issta/2006p,None
conf/lernet/2008,None
conf/kdd/2001web,None
conf/esaw/2002,None
conf/wosn/2012,None
conf/esorics/2002,None
conf/sigcomm/2006chants,None
conf/fossacs/2004,None
conf/ndss/2015,None
conf/icse/2010seams,None
conf/dimacs/dimacs13,None
conf/icse/2006,None
conf/iptps/2004,None
conf/apn/2000,None
conf/esorics/1998,None
conf/mobisys/2014,None
conf/mobicom/2013,None
conf/fc/2010,None
conf/sigir/2013,None
conf/itp/2013,None
conf/issta/2014,None
conf/alenex/2008,None
conf/icde/99,None
conf/ccs/2008asia,None
conf/rbac/1998,None
conf/adt/1987,None
conf/cvpr/1996,None
conf/cade/2000,None
conf/airweb/2008,None
conf/sensys/2009,None
conf/ccs/2008qop,None
conf/ccs/2014mtd,None
conf/esorics/2013,None
conf/esorics/2006,None
conf/sdm/2009,None
conf/stoc/2015,None
conf/ccs/2013scc,None
conf/fm/1999-1,None
conf/apn/1998,None
conf/java/1999,None
conf/ecscw/1999,None
conf/icse/2011mtd,None
conf/oopsla/2014,None
conf/pkdd/1997,None
conf/fossacs/2008,None
conf/tcc/2016a1,None
conf/vietcrypt/2006,None
conf/hpca/2016,None
conf/bpm/2016,None
conf/gttse/2007,None
conf/birthday/2002kowalski2,None
conf/ccs/1994,None
conf/asiacrypt/1992,None
conf/ccs/2013asia,None
conf/icsoc/2003,None
conf/dolap/99,None
conf/gpce/2005,None
conf/acsac/2007,None
conf/tvx/2014,None
conf/mm/1998,None
conf/re/2006,None
conf/civr/2007,None
conf/ercimdl/1999,None
conf/icmi/2004,None
conf/icalp/99,None
conf/eccv/2000-1,None
conf/cosit/2007,None
conf/kninvi/2005,None
conf/spaa/2008,None
conf/tcc/2015-1,None
conf/agents/1999,None
conf/pldi/2016,None
conf/aisb/1994,None
conf/lacl/2001,None
conf/dbpl/2005,None
conf/haskell/2003,None
conf/gpce/2003,None
conf/hcw/1999,None
conf/tacs/2001,None
conf/spaa/2011,None
conf/icse/2012mtd,None
conf/esop/2003,None
conf/gis/2006,None
conf/esa/2003,None
conf/icalp/2011-2,None
conf/eurogp/2001,None
conf/rbac/1999,None
conf/sigmod/2012sweet,None
conf/mpc/2004,None
conf/mir/2008,None
conf/eccv/2004-2,None
conf/ruleml/2004,None
conf/gg/2006,None
conf/giscience/2010,None
conf/pakdd/2000,None
conf/fase/2013,None
conf/atal/2005w,None
conf/ewcbr/1996,None
conf/cloudcom/2010,None
conf/muc/1995,None
conf/pepm/1993,None
conf/lcc/1994,None
conf/etra/2012,None
conf/ecoop/2012,None
conf/gpce/2010,None
conf/podc/2000,None
conf/asplos/2006asid,None
conf/iswc/1998,None
conf/icer/2005,None
conf/ima/2013,None
conf/zum/2002,None
conf/uist/1993,None
conf/esorics/2000,None
conf/ppopp/2012,None
conf/ics/2002,None
conf/egh/2013,None
conf/alenex/2002,None
conf/sc/2001,None
conf/agentlink/2003,None
conf/dagstuhl/2008coc,None
conf/semweb/2015-2,None
conf/podc/1986,None
conf/infocom/2003,None
conf/kcap/2001,None
conf/ifm/2004,None
conf/sp/1991,None
conf/dagstuhl/1996pe,None
conf/rss/2007,None
conf/candt/2011,None
conf/esorics/2014-1,None
conf/chi/2008beliv,None
conf/icse/2014seams,None
conf/icse/2011,None
conf/acisp/2006,None
conf/hotnets/2013,None
conf/icics/2006,None
conf/jsspp/2005,None
conf/lics/1989,None
conf/spaa/1997,None
conf/ccs/2011asia,None
conf/sp/2017,None
conf/ppopp/2011,None
conf/caise/2004,None
conf/issta/2000,None
conf/esorics/2012,None
conf/icisc/2005,None
conf/concur/2006,None
conf/fmsb/2008,None
conf/acl-socialnlp/2014,None
conf/iwpec/2009,None
conf/mobicom/1996,None
conf/caise/2010,None
conf/asplos/1994,None
conf/birthday/2002jones,None
conf/smi/2004,None
conf/icst/2010,None
conf/fdtc/2009,None
conf/dimva/2014,None
conf/mm/2014avec,None
conf/issta/2006r,None
conf/fmcad/2004,None
conf/ics/2012,None
conf/icde/2009,None
conf/icse/2014rocse,None
conf/gis/2002,None
conf/approx/2000,None
conf/sp/1999,None
conf/foga/2009,None
conf/ccs/2007csaw,None
conf/popl/2013pprew,None
conf/compgeom/1988,None
conf/acisp/2003,None
conf/rfidsec/2010,None
conf/dolap/2004,None
conf/mmsec/2007,None
conf/automotiveUI/2009,None
conf/agentCL/2003,None
conf/sigmetrics/2000,None
conf/focs/1995,None
conf/lpnmr/1997,None
conf/sp/1993,None
conf/haskell/2009,None
conf/cc/2000,None
conf/sp/2015w,None
conf/rtss/2011,None
conf/asiacrypt/2016-1,None
conf/acisp/2007,None
conf/mhci/2006,None
conf/IEEEpact/2009,None
conf/ecir/2011,None
conf/splc/2007,None
conf/sigcomm/2014hotsdn,None
conf/fates/2003,None
conf/gis/2012,None
conf/oopsla/1993,None
conf/tldi/2003,None
conf/asplos/2016,None
conf/cobuild/1998,None
conf/lion/2011,None
conf/coordination/2007,None
conf/lpar/1999,None
conf/sas/1998,None
conf/dimacs/dimacs35,None
conf/iui/2000,None
conf/podc/2004,None
conf/ics/2011,None
conf/iclp/1986,None
conf/dare/2000,None
conf/sasn/2006,None
conf/amec/2000,None
conf/epart/2009,None
conf/sle/2010,None
conf/mobicom/2016atc,None
conf/post/2014,None
conf/recsys/2015,None
conf/pado/2001,None
conf/dood/91,None
conf/emsoft/2008,None
conf/edbt/2012,None
conf/icalp/2004,None
conf/ht/96,None
conf/vamos/2013,None
conf/mobisys/2013,None
conf/gg/2004,None
conf/systor/2009,None
conf/pdc/2014-1,None
conf/gis/2005,None
conf/mswim/2000,None
conf/iwmm/2004,None
conf/wisec/2009,None
conf/group/2003,None
conf/cpm/1994,None
conf/cp/2002,None
conf/apn/2001,None
conf/spieSR/1994,None
conf/spc/2005,None
conf/sigmod/92,None
conf/cloud/2013,None
conf/gpce/2002,None
conf/3dim/2001,None
conf/ecoop/2011,None
conf/dfg/2009netw,None
conf/ipco/1996,None
conf/issse/2008,None
conf/ipco/2007,None
conf/persuasive/2006,None
conf/oopsla/1989,None
conf/ppopp/2014,None
conf/eurosec/2009,None
conf/gttse/2006,None
conf/middleware/2009,None
conf/sacrypt/2006,None
conf/esa/2002,None
conf/iva/2006,None
conf/eurosys/2016,None
conf/icdm/2012,None
conf/haskell/2004,None
conf/dimva/2013,None
conf/iswc/2012,None
conf/wmcsa/2015,None
conf/dsvis/2001,None
conf/wmp/2002,None
conf/sas/2012,None
conf/ekaw/2008,None
conf/eurocrypt/2017-2,None
conf/icmt/2011,None
conf/icsm/2000,None
conf/spaa/2004,None
conf/cvpr/2014w,None
conf/icalp/2009-2,None
conf/sensys/2010,None
conf/pervasive/2012,None
conf/ecoop/1992,None
conf/ae/1997,None
conf/concur/2009,None
conf/icer/2010,None
conf/lctrts/1998,None
conf/icdm/2001,None
conf/hpca/2008,None
conf/dimacs/dimacs61,None
conf/tldi/2007,None
conf/damon/2014,None
conf/iseud/2009,None
conf/ccs/2006,None
conf/sp/2003,None
conf/conext/2011,None
conf/fc/2005,None
conf/mm/2015avec,None
conf/sdm/2011,None
conf/focs/2003,None
conf/tphol/2007,None
conf/pods/2011,None
conf/wsdm/2009wscd,None
conf/iot/2010,None
conf/desrist/2012,None
conf/ispass/2013,None
conf/emsoft/2003,None
conf/iva/2005,None
conf/mobisys/2015,None
conf/dgo/2011,None
conf/usab/2008,None
conf/pts/2010,None
conf/cikm/2009swsm,None
conf/dcoss/2005,None
conf/icfp/2008,None
conf/foga/1994,None
conf/zum/1997,None
conf/ispass/2010,None
conf/host/2010,None
conf/icisc/2001,None
conf/hpdc/2014,None
conf/rt/2000,None
conf/infocom/2010,None
conf/sigcomm/1993,None
conf/aplas/2007,None
conf/ismar/2011,None
conf/aosd/2006,None
conf/latincrypt/2010,None
conf/wg/1994,None
conf/sigcomm/1995,None
conf/ics/2005,None
conf/huc/2011,None
conf/icse/2004,None
conf/ccs/2016,None
conf/eccv/2004bioaw,None
conf/cp/2004,None
conf/aihc/2007,None
conf/ecml/2006,None
conf/podc/1993,None
conf/staf/2013bigmde,None
conf/icalp/1991,None
conf/stacs/2000,None
conf/cgo/2007,None
conf/caise/2003,None
conf/types/2000,None
conf/kbse/2007,None
conf/ssst/2014,None
conf/lics/2010,None
conf/ipmi/2005,None
conf/acsac/2013,None
conf/rweb/2011,None
conf/icdm/2011,None
conf/sns/2008,None
conf/sswmc/1999,None
conf/concur/1991,None
conf/sigsoft/2001,None
conf/codaspy/2013,None
conf/semweb/2015-1,None
conf/sigir/2014,None
conf/isorc/2008,None
conf/malware/2009,None
conf/iccs/2001,None
conf/pakdd/2004,None
conf/emsoft/2011,None
conf/dls/2013,None
conf/ltc/1989,None
conf/softerg/1999,None
conf/hm/2006,None
conf/semweb/2010-2,None
conf/b/1998,None
conf/siggraph/1990,None
conf/ismar/2008,None
conf/cade/1997,None
conf/infocom/2006,None
conf/icisc/2009,None
conf/ppdp/1999,None
conf/rweb/2005,None
conf/nn/1997,None
conf/um/2011,None
conf/pam/2005,None
conf/models/2009,None
conf/icac/2007,None
conf/mmsys/2012,None
conf/fossacs/2003,None
conf/compgeom/1987,None
conf/huc/2016,None
conf/fase/2009,None
conf/esorics/2014-2,None
conf/ppopp/1999,None
conf/fm/2002,None
conf/iva/2007,None
conf/fm/2005,None
conf/oopsla/2015,None
conf/soda/2011,None
conf/event/2001,None
conf/recomb/2007,None
conf/apn/1994,None
conf/geos/2005,None
conf/pkdd/2004,None
conf/kbse/2000,None
conf/infocom/1999,None
conf/icfp/1998,None
conf/fase/2000,None
conf/rv/2014,None
conf/vee/2005,None
conf/esop/2002,None
conf/kbse/2005,None
conf/wea/2011,None
conf/afp/1996,None
conf/pldi/2014mspc,None
conf/coopis/2001,None
conf/asiacrypt/2015-2,None
conf/spin/2005,None
conf/acns/2012,None
conf/ctrsa/2014,None
conf/formats/2006,None
conf/cade/2010,None
conf/sigir/2015,None
conf/uml/2005,None
conf/sc/2011gce,None
conf/isw/2010,None
conf/ih/2005,None
conf/rss/2009,None
conf/hicons/2012,None
conf/middleware/2000,None
conf/egh/2011,None
conf/um/2012,None
conf/amet/1998,None
conf/csfw/2002,None
conf/chi/1994,None
conf/pam/2010,None
conf/cikm/2010,None
conf/eenergy/2010,None
conf/websci/2013,None
conf/paste/2007,None
conf/sigsoft/2015,None
conf/IEEEpact/2012,None
conf/pqcrypto/2013,None
conf/fm/2001,None
conf/coordination/2006,None
conf/ctcs/1989,None
conf/icdt/2012,None
conf/msr/2008,None
conf/pods/94,None
conf/fm/2008,None
conf/asiacrypt/2016-2,None
conf/fsttcs/1995,None
conf/mcs/2004,None
conf/codes/2010,None
conf/ekaw/2012,None
conf/icmi/2003,None
conf/huc/2012,None
conf/icse/2012,None
conf/nossdav/2001,None
conf/fc/2006,None
conf/icdt/2007,None
conf/amost/2007,None
conf/cpm/1993,None
conf/ac/1996petri2,None
conf/ismar/2000,None
conf/greens/2016,None
conf/ima/2009,None
conf/hbu/2011,None
conf/gd/1996,None
conf/dmsn/2004,None
conf/sdm/2013,None
conf/fse/2015,None
conf/iswc/2013,None
conf/focs/2005,None
conf/cikm/2006,None
conf/ecir/2004,None
conf/mhci/2011,None
conf/vee/2011,None
conf/cmsb/2009,None
conf/ics/2008,None
conf/codcry/2011,None
conf/vvs/1998,None
conf/fq/2003,None
conf/types/2002,None
conf/er/2008,None
conf/ht/2013,None
conf/desrist/2009,None
conf/gttse/2009,None
conf/cisda/2009,None
conf/stacs/2006,None
conf/pairing/2010,None
conf/models/2008,None
conf/host/2013,None
conf/ocl/2002,None
conf/dialm/2004,None
conf/sdm/2012,None
conf/fdtc/2012,None
conf/hybrid/2002,None
conf/rta/2005,None
conf/critical/2005,None
conf/eurogp/2003,None
conf/dialm/2001,None
conf/bmvc/2011,None
conf/cc/2004,None
conf/tableaux/1996,None
conf/lpar/2006,None
conf/approx/2004,None
conf/cvpr/1994,None
conf/w4a/2007,None
conf/focs/2002,None
conf/deon/2004,None
conf/loca/2007,None
conf/rv/2007,None
conf/birthday/1999langmaack,None
conf/cp/2001,None
conf/rss/2005,None
conf/forte/2012,None
conf/eurogp/2002,None
conf/cc/2011,None
conf/esec/1995,None
conf/mdm/2001,None
conf/scn/2012,None
conf/cikm/2009,None
conf/dagstuhl/2008vma,None
conf/icfp/2015,None
conf/atal/2002,None
conf/micro/1996,None
conf/esop/2008,None
conf/podc/1998,None
conf/sigsoft/2007,None
conf/fmco/2002,None
conf/trust/2008,None
conf/drm/2003w,None
conf/random/2003,None
conf/caise/2009bpmds,None
conf/rv/2009,None
conf/asplos/2011gpgpu,None
conf/um/2010,None
conf/sosp/1987,None
conf/fungames/2010,None
conf/rtss/2007,None
conf/gw/1997,None
conf/icalp/2010-2,None
conf/jelia/2002,None
conf/cvpr/2006,None
conf/lpnmr/1999,None
conf/fdtc/2011,None
conf/ches/2016,None
conf/spaa/2010,None
conf/bmvc/2008,None
conf/ht/98,None
conf/ads/2004,None
conf/iva/2010,None
conf/padl/2001,None
conf/latincrypt/2012,None
conf/isw/2007,None
conf/mm/1999-1,None
conf/rt/1996,None
conf/vmcai/2010,None
conf/iwmm/2007,None
conf/sswmc/2007,None
conf/iiswc/2013,None
conf/cpaior/2004,None
conf/ants/2006,None
conf/compgeom/1985,None
conf/ml/2006,None
conf/types/1994,None
conf/ac/1998security,None
conf/sfm/2015,None
conf/cardis/2011,None
conf/gd/1995,None
conf/ics/2006,None
conf/uist/1995,None
conf/ipco/1998,None
conf/icse/2000,None
conf/acisp/2005,None
conf/sosp/2017,None
conf/xmlsec/2003,None
conf/hm/2009,None
conf/wmcsa/2013,None
conf/swat/2004,None
conf/colog/1988,None
conf/patat/2006,None
conf/wdag/2000,None
conf/icde/2010,None
conf/dolap/98,None
conf/iwmm/2008,None
conf/papm/2002,None
conf/esas/2005,None
conf/lics/2011,None
conf/gis/2004,None
conf/fossacs/2001,None
conf/hybrid/2006,None
conf/csfw/2013,None
conf/fc/2014w,None
conf/ecir/2005,None
conf/ijcai/1995ma,None
conf/msr/2006,None
conf/IEEEcloud/2011,None
conf/humanoids/2006,None
conf/cosade/2012,None
conf/ewcbr/1993,None
conf/icfp/1996,None
conf/atva/2012,None
conf/networking/2002t,None
conf/sc/2015llvm,None
conf/tphol/1996,None
conf/ecmdafa/2005,None
conf/mm/2000,None
conf/esa/2006,None
conf/mm/1995,None
conf/spaa/2002,None
conf/micro/2016,None
conf/ccs/2014aisec,None
conf/wisec/2013,None
conf/fungames/2008,None
conf/approx/2002,None
conf/kbse/2012,None
conf/deon/1996,None
conf/icalp/2007,None
conf/uist/1991,None
conf/gir/2005,None
conf/cloud/2015,None
conf/icfp/2001,None
conf/msr/2012,None
conf/er/2003,None
conf/esws/2011-2,None
conf/cardis/2004,None
conf/podc/1996,None
conf/ppopp/2001,None
conf/oopsla/2010,None
conf/kdd/2013sna,None
conf/gd/2000,None
conf/mlg/2010,None
conf/emo/2009,None
conf/mcs/2001,None
conf/clef/2013,None
conf/grades/2016,None
conf/middleware/2006,None
conf/padl/2007,None
conf/icdm/2009,None
conf/haskell/2007,None
conf/atva/2011,None
conf/hhci/2000,None
conf/concur/2003,None
conf/lics/2009,None
conf/oopsla/2010psieta,None
conf/coordination/2009,None
conf/netgames/2005,None
conf/sigir/91,None
conf/rv/2011,None
conf/models/2011,None
conf/recsys/2016,None
conf/bmvc/2006,None
conf/icfca/2004,None
conf/fossacs/2010,None
conf/indocrypt/2007,None
conf/icdcs/2002,None
conf/post/2017,None
conf/damon/2010,None
conf/kdd/2008sna,None
conf/storagess/2007,None
conf/enter/2008,None
conf/sigmetrics/1996,None
conf/icfem/2008,None
conf/ih/2007,None
conf/formats/2007,None
conf/atal/1995,None
conf/cloudcomp/2009,None
conf/icac/2009vtdc,None
conf/esas/2004,None
conf/iqis/2004,None
conf/bpm/2005w,None
conf/isca/2017,None
conf/pkdd/2005,None
conf/vmcai/2009,None
conf/icnn/1988,None
conf/etra/2008,None
conf/formats/2003,None
conf/edbt/2011,None
conf/re/2005,None
conf/cvpr/2012w,None
conf/pkdd/2007,None
conf/tabletop/2010,None
conf/cpm/1996,None
conf/apn/2004,None
conf/acmidc/2006,None
conf/ecrts/2012,None
conf/IEEEpact/2014,None
conf/sigmetrics/2011,None
conf/nspw/2008,None
conf/airweb/2009,None
conf/vee/2006,None
conf/intetain/2008,None
conf/gw/1999,None
conf/cgo/2008,None
conf/er/98,None
conf/alenex/2006,None
conf/cpm/2004,None
conf/aplas/2009,None
conf/eccv/1996-2,None
conf/icfp/2012,None
conf/percom/2012,None
conf/icalp/1997,None
conf/forte/2004,None
conf/spaa/2007,None
conf/ppopp/1990,None
conf/aistats/1995,None
conf/pppj/2014,None
conf/dimacs/dimacs54,None
conf/npar/2010,None
conf/nossdav/2012,None
conf/esf/2002,None
conf/acns/2010,None
conf/wpes/2008,None
conf/iccv/2017,None
conf/csl/1999,None
conf/stdbm/1999,None
conf/ecaiw/2000,None
conf/hotnets/2014,None
conf/cg/2006,None
conf/pkdd/2010-3,None
conf/cia/2000,None
conf/wacv/1994,None
conf/iui/2005,None
conf/cpm/1992,None
conf/sc/1998,None
conf/tphol/1997,None
conf/icde/2014,None
conf/ecmdafa/2008,None
conf/sigcomm/2016,None
conf/fse/2016,None
conf/ecoop/2013,None
conf/types/2003,None
conf/rta/2006,None
conf/pkdd/2011-2,None
conf/haskell/2012,None
conf/cvpr/2001,None
conf/fmoods/2007,None
conf/sosp/1985,None
conf/fccm/1996,None
conf/etra/2010,None
conf/esa/1998,None
conf/edbt/2006,None
